matricula,admissão,cargo,observacoes3,desc_situacao,na_compra,titulo_do_cargo,empresa,sindicato
34986,,,,Auxílio Doença,,PRODUCT MANAGER II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34365,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34372,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34379,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34430,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34464,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34943,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35795,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35040,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34206,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33442,,,,Trabalhando,,ESPECIALISTA DE QUALIDADE DE SOFTWARE I ,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34922,,,,Trabalhando,,GERENTE DE OPERACOES II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35625,,,,Trabalhando,,PRODUCT OWNER II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30197,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34262,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34429,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34746,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34709,,,,Trabalhando,,COORDENADOR DE OPERACOES II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34730,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35698,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34753,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34448,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34733,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34375,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34385,,,,Férias,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34481,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35078,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35779,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34271,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34542,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34544,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34939,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35211,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35222,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35677,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32209,,,,Férias,,ARQUITETO DE SOLUCOES III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35202,,,,Trabalhando,,ENGENHEIRO DE DADOS II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34594,,,,Trabalhando,,TECH LEAD I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34439,,,,Trabalhando,,TECH LEAD II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35479,,,,Trabalhando,,TECH LEAD II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35787,,,,Trabalhando,,TECH LEAD II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32229,,,,Férias,,AGILE COACH II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34034,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35734,,,,Trabalhando,,ANALISTA DE SUPORTE I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33991,,,,Trabalhando,,DESENVOLVEDOR DE RPA III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33238,,,,Trabalhando,,ANALISTA DE BPO II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33246,,,,Trabalhando,,ANALISTA DE BPO II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33253,,,,Trabalhando,,ANALISTA DE BPO II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33247,,,,Trabalhando,,ANALISTA DE BPO II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32982,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32677,,,,Trabalhando,,ANALISTA DE SUPORTE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34310,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
29935,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32822,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33256,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
29201,,,,Trabalhando,,GERENTE DE PROJETOS II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34024,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34974,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34972,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34224,,,,Trabalhando,,DESIGNER UX/UI II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35103,,,,Trabalhando,,DESIGNER UX/UI III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31422,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30302,,,,Trabalhando,,ARQUITETO DE SOFTWARE I,1410.0,SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL
33995,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33996,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34660,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34975,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33348,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35588,,,,Trabalhando,,ANALISTA DE SUPORTE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35586,,,,Trabalhando,,ANALISTA DE SUPORTE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35587,,,,Trabalhando,,ANALISTA DE SUPORTE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33193,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35243,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33827,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34834,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34645,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34499,,,,Férias,,ARQUITETO DE SOFTWARE III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35230,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35119,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34864,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32027,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35174,,,,Trabalhando,,DESIGNER UX/UI III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33327,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34409,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34626,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34731,,,,Auxílio Doença,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35494,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35503,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33250,,,,Trabalhando,,CIENTISTA DE DADOS ESPECIALISTA II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35562,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33974,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35093,,,,Trabalhando,,ANALISTA DE COMERCIO EXTERIOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34647,,,,Trabalhando,,DESENVOLVEDOR DE RPA I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33863,,,,Férias,,DESENVOLVEDOR DE RPA III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33203,,,,Trabalhando,,PRODUCT OWNER II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33205,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34284,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35510,,,,Trabalhando,,ESPECIALISTA DE SISTEMAS E NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33081,,,,Trabalhando,,CONSULTOR FUNCIONAL SAP I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33082,,,,Trabalhando,,ANALISTA ADMINISTRATIVO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34850,,,,Trabalhando,,ANALISTA ADMINISTRATIVO I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33089,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33103,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33944,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33776,,,,Férias,,ANALISTA DE INFRAESTRUTURA DE TI II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35634,,,,Trabalhando,,ANALISTA DE INFRAESTRUTURA DE TI III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32062,,,,Trabalhando,,ESPECIALISTA DE PRE-VENDAS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35142,,,,Trabalhando,,ESPECIALISTA DE PRE-VENDAS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35157,,,,Trabalhando,,CONSULTOR TECNICO SAP I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31342,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34833,,,,Trabalhando,,ANALISTA DE PMO III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35138,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30086,,,,Trabalhando,,COORDENADOR DE GOVERNANCA DE NEGOCIOS,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30852,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34161,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
32007,,,,Trabalhando,,ANALISTA DE SISTEMAS E NEGOCIOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34191,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34901,,,,Auxílio Doença,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34947,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33728,,,,Férias,,AGILE MASTER,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33953,,,,Trabalhando,,COORDENADOR DE OPERACOES I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34705,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34895,,,,Trabalhando,,DESENVOLVEDOR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34075,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35204,,,,Trabalhando,,ASSISTENTE DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35272,,,,Trabalhando,,ASSISTENTE DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33888,,,,Trabalhando,,EXECUTIVO DE CONTAS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33494,,,,Trabalhando,,EXECUTIVO DE CONTAS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31927,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34857,,,,Trabalhando,,ASSISTENTE DE NEGOCIOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
31664,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33208,,,,Trabalhando,,ANALISTA DE NEGOCIOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34037,,,,Trabalhando,,SDR II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30791,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
33308,,,,Trabalhando,,DESIGNER UX/UI III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34702,,,,Trabalhando,,ESPECIALISTA DE QUALIDADE DE SOFTWARE I ,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34591,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34434,,,,Trabalhando,,CIENTISTA DE DADOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34505,,,,Trabalhando,,ANALISTA DEVSECOPS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34459,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35082,,,,Trabalhando,,ENGENHEIRO DE DADOS I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35080,,,,Trabalhando,,ANALISTA DE DADOS II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30291,,,,Trabalhando,,ANALISTA DE DADOS III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
30896,,,,Trabalhando,,ANALISTA DE QUALIDADE DE SOFTWARE II,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34844,,,,Trabalhando,,DESENVOLVEDOR I,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34188,,,,Trabalhando,,PRODUCT OWNER III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
34205,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35017,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35690,,,,Trabalhando,,DESENVOLVEDOR III,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35616,,,,Trabalhando,,ENTERPRISE AGILE COACH,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
35382,,,,Trabalhando,,AGILE MASTER,1410.0,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.
